time,y1,y2,y3,y4,y5
s,a,b,c,d,e
0.001,0.006283143965558951,0.9999995000000417,0.0010000003333334668,0.0009999993333334666,1e-06
0.001001152070811581,0.0062903824969051956,0.9999994988473074,0.0010011524052984469,0.001001151401838251,1.0023054688903168e-06
0.0010023054688903176,0.006297629367221951,0.9999994976919155,0.001002305804534574,0.0010023047976022096,1.0046162529674395e-06
0.001003460195765314,0.00630488458611515,0.99999949653386,0.0010034605325709655,0.001003459522154418,1.0069323644853623e-06
0.0010046162529674394,0.006312148163201809,0.9999994953731346,0.0010046165909385048,0.0010046155770257182,1.009253815726338e-06
0.0010057736420293229,0.006319420108109994,0.9999994942097331,0.0010057739811698346,0.001005772963748711,1.0115806190009286e-06
0.0010069323644853632,0.00632670043047889,0.9999994930436495,0.0010069327047993678,0.0010069316838577683,1.0139127866480843e-06
0.001008092421871723,0.006333989139958752,0.9999994918748775,0.001008092763363281,0.0010080917388890233,1.016250331035196e-06
0.0010092538157263373,0.006341286246210969,0.999999490703411,0.0010092541583995231,0.0010092531303803843,1.0185932645581716e-06
0.001010416547588913,0.006348591758908056,0.9999994895292436,0.0010104168914478156,0.0010104158598715292,1.0209415996414984e-06
0.0010115806190009286,0.006355905687733653,0.9999994883523693,0.0010115809640496506,0.0010115799289039083,1.023295348738302e-06
0.0010127460315056415,0.006363228042382573,0.9999994871727816,0.0010127463777483,0.0010127453390207507,1.0256545243304258e-06
0.0010139127866480835,0.006370558832560769,0.9999994859904746,0.0010139131340888097,0.00101391209176706,1.0280191389284823e-06
0.0010150808859750705,0.0063778980679853985,0.9999994848054417,0.0010150812346180098,0.0010150801886896225,1.0303892050719339e-06
0.0010162503310351958,0.006385245758384783,0.9999994836176768,0.0010162506808845083,0.001016249631337004,1.0327647353291451e-06
0.001017421123378842,0.006392601913498478,0.9999994824271735,0.001017421474438702,0.001017420421259558,1.0351457422974648e-06
0.0010185932645581726,0.006399966543077222,0.9999994812339256,0.0010185936168327688,0.0010185925600094189,1.0375322386032754e-06
0.0010197667561271427,0.006407339656883006,0.9999994800379266,0.0010197671096206784,0.0010197660491405127,1.0399242369020755e-06
0.0010209415996414984,0.006414721264689067,0.9999994788391703,0.0010209419543581913,0.0010209408902085563,1.0423217498785415e-06
0.001022117796658774,0.00642211137627987,0.9999994776376504,0.0010221181526028564,0.0010221170847710557,1.0447247902465868e-06
0.001023295348738303,0.006429510001451183,0.9999994764333603,0.001023295705914022,0.001023294634387314,1.0471333707494453e-06
0.0010244742574412108,0.006436917150010022,0.9999994752262938,0.001024474615852828,0.001024473540618428,1.0495475041597202e-06
0.0010256545243304258,0.006444332831774728,0.9999994740164445,0.0010256548839822177,0.0010256538050272964,1.0519672032794721e-06
0.0010268361509706728,0.006451757056574919,0.9999994728038059,0.0010268365118669305,0.001026835429178614,1.0543924809402663e-06
0.001028019138928482,0.0064591898342515565,0.9999994715883715,0.001028019501073512,0.0010280184146388817,1.0568233500032577e-06
0.0010292034897721892,0.0064666311746569335,0.999999470370135,0.001029203853170312,0.0010292027629764053,1.0592598233592527e-06
0.0010303892050719328,0.00647408108765467,0.99999946914909,0.0010303895697274846,0.0010303884757612936,1.0617019139287695e-06
0.0010315762863996652,0.00648153958311977,0.9999994679252299,0.001031576652316997,0.0010315755545654687,1.0641496346621241e-06
0.0010327647353291453,0.006489006670938585,0.9999994666985481,0.0010327651025126231,0.0010327640009626597,1.0666029985394795e-06
0.001033954553435949,0.00649648236100888,0.9999994654690383,0.001033954921889954,0.001033953816528412,1.069062018570933e-06
0.0010351457422974636,0.006503966663239789,0.999999464236694,0.0010351461120263919,0.0010351450028400827,1.071526707796567e-06
0.0010363383034928968,0.006511459587551882,0.9999994630015084,0.00103633867450116,0.0010363375614768488,1.0739970792865355e-06
0.0010375322386032752,0.0065189611438771465,0.9999994617634752,0.0010375326108953,0.0010375314940197068,1.0764731461411237e-06
0.0010387275492114443,0.0065264713421589945,0.9999994605225878,0.0010387279227916726,0.0010387268020514713,1.0789549214908133e-06
0.0010399242369020767,0.006533990192352315,0.9999994592788395,0.0010399246117749662,0.0010399234871567844,1.0814424184963667e-06
0.001041122303261667,0.0065415177044234295,0.9999994580322238,0.0010411226794316904,0.0010411215509221095,1.0839356503488787e-06
0.0010423217498785418,0.006549053888350171,0.999999456782734,0.0010423221273501875,0.0010423209949357425,1.0864346302698655e-06
0.0010435225783428526,0.006556598754121832,0.9999994555303636,0.0010435229571206246,0.001043521820787804,1.088939371511315e-06
0.001044724790246587,0.006564152311739231,0.999999454275106,0.0010447251703350046,0.0010447240300702498,1.0914498873557753e-06
0.001045928387183566,0.0065717145712147,0.9999994530169543,0.0010459287685871642,0.0010459276243768702,1.0939661911164157e-06
0.0010471333707494442,0.006579285542572087,0.999999451755902,0.001047133753472774,0.0010471326053032883,1.0964882961370928e-06
0.001048339742541718,0.006586865235846806,0.9999994504919424,0.0010483401265893456,0.0010483389744469689,1.0990162157924354e-06
0.0010495475041597203,0.0065944536610858025,0.9999994492250688,0.0010495478895362284,0.0010495467334072134,1.1015499634878982e-06
0.0010507566572046313,0.0066020508283476205,0.9999994479552745,0.001050757043914618,0.0010507558837851705,1.104089552659851e-06
0.001051967203279471,0.006609656747702358,0.9999994466825526,0.0010519675913275503,0.0010519664271838277,1.1066349967756317e-06
0.0010531791439891097,0.0066172714292317344,0.9999994454068966,0.0010531795333799116,0.0010531783652080239,1.1091863093336339e-06
0.0010543924809402663,0.006624894883029074,0.9999994441282996,0.001054392871678437,0.0010543916994644458,1.1117435038633697e-06
0.0010556072157415078,0.0066325271191993085,0.9999994428467548,0.0010556076078317097,0.0010556064315616286,1.1143065939255382e-06
0.001056823350003259,0.006640168147859032,0.9999994415622554,0.00105682374345017,0.0010568225631099643,1.1168755931121107e-06
0.0010580408853377947,0.006647817979136463,0.9999994402747947,0.0010580412801461095,0.0010580400957216954,1.1194505150463846e-06
0.0010592598233592526,0.006655476623171508,0.9999994389843657,0.0010592602195336818,0.0010592590310109274,1.122031373383075e-06
0.0010604801656836252,0.006663144090115728,0.9999994376909618,0.001060480563228896,0.00106047937059362,1.124618181808369e-06
0.0010617019139287707,0.006670820390132399,0.9999994363945759,0.0010617023128496263,0.001061701116087599,1.1272109540400148e-06
0.0010629250697144076,0.006678505533396473,0.9999994350952013,0.001062925470015608,0.0010629242691125498,1.1298097038273783e-06
0.0010641496346621231,0.006686199530094643,0.999999433792831,0.0010641500363484443,0.0010641488312900264,1.1324144449515302e-06
0.0010653756103953728,0.006693902390425331,0.999999432487458,0.0010653760134716078,0.0010653748042434518,1.1350251912253132e-06
0.0010666029985394794,0.006701614124598684,0.9999994311790756,0.0010666034030104375,0.0010666021895981152,1.1376419564934088e-06
0.0010678318007216424,0.006709334742836633,0.9999994298676769,0.0010678322065921495,0.0010678309889811835,1.1402647546324255e-06
0.0010690620185709316,0.0067170642553728566,0.9999994285532546,0.0010690624258458308,0.0010690612040216922,1.142893599550955e-06
0.001070293653718298,0.006724802672452841,0.999999427235802,0.0010702940624024483,0.0010702928363505592,1.1455285051896639e-06
