x,y
s,y
0.001,0.006283143965558951
0.0010115911122238297,0.00635597161726586
0.0010233165783302448,0.006429643388154197
0.0010351779556301763,0.006504169061297437
0.0010471768194855202,0.006579558533123308
0.00105931476351837,0.006655821814726204
0.001071593399822671,0.006732969033194749
0.001084014359178331,0.006811010432954701
0.0010965792912678099,0.006889956377127357
0.0011092898648952228,0.006969817348903668
0.0011221477682079803,0.007050603952934185
0.001135154708920999,0.007132326916735084
0.0011483124145435111,0.007214997092110417
0.0011616226326085018,0.0072986254565907665
0.0011750871309048076,0.007383223114888525
0.0011887076977119032,0.007468801300369964
0.0012024861420374122,0.007555371376544289
0.001216424293857368,0.007642944838569878
0.0012305240043592616,0.0077315333147779065
0.0012447871461879062,0.00782114856821354
0.001259215613694151,0.007911802498194918
0.0012738113231864786,0.008003507141890102
0.0012885762131855181,0.008096274675912235
0.001303512244681509,0.00819011741793307
0.0013186214013947485,0.008285047828315127
0.0013339056900390587,0.008381078511762648
0.0013493671405883064,0.0084782222189916
0.0013650078065460137,0.008576491848418907
0.0013808297652180923,0.008675900447871176
0.0013968351179887398,0.008776461216313081
0.0014130259905995337,0.008878187505595696
0.001429404533431761,0.008981092822224932
0.0014459729217920197,0.009085190829150372
0.00146273335620113,0.00919049534757469
0.0014796880626863963,0.009297020358783919
0.0014968392930772556,0.009404780005998772
0.001514189325304352,0.009513788596247293
0.0015317404637020797,0.009624060602259043
0.0015494950393146315,0.009735610664381101
0.001567455410205595,0.009848453592516094
0.001585623961771137,0.009962604368082526
0.00160400310705682,0.010078078145997663
0.0016225952870780871,0.010194890256683194
0.0016414029711444664,0.010313056208093986
0.0016604286571875295,0.010432591687770129
0.0016796748720926532,0.010553512564912578
0.001699144172034626,0.010675834892482642
0.0017188391428171457,0.0107995749093256
0.0017387624002162504,0.010924749042318683
0.0017589165903277326,0.011051373908543763
0.0017793043899185772,0.01117946631748493
0.0017999285067824766,0.011309043273251348
0.0018207916800994624,0.011440121976825585
0.0018418966807997109,0.011572719828337743
0.0018632463119315598,0.011706854429365678
0.0018848434090337953,0.011842543585261586
0.001906690840512252,0.011979805307505281
0.0019287915080207778,0.012118657816084415
0.0019511483468466163,0.012259119541901996
0.0019737643263002553,0.01240120912921147
0.0019966424501097935,0.012544945438079687
0.0020197857568198785,0.012690347546878075
0.0020431973201952705,0.012837434754802318
0.0020668802496290823,0.012986226584420866
0.00209083769055575,0.013136742784252581
0.0021150728248687948,0.013289003331373887
0.0021395888713434215,0.01344302843405569
0.00216438908606402,0.013598838534430453
0.002189476762856621,0.013756454311189721
0.0022148552337263594,0.013915896682312452
0.0022405278693000182,0.014077186807824518
0.0022664980792736927,0.01424034609258965
0.002292769312865649,0.014405396189132263
0.0023193450592744274,0.014572359000492427
0.0023462288481422623,0.014741256683113416
0.002373424250023866,0.014912111649762139
0.0024009348768606518,0.015084946572482822
0.0024287643824604504,0.015259784385584335
0.00245691646298279,0.015436648288661505
0.0024853948574297983,0.015615561749650779
0.0025142033481427967,0.015796548507920657
0.002543345761304648,0.01597963257739722
0.002572825967447932,0.016164838249725165
0.0026026478819690044,0.01635219009746473
0.00263281546564802,0.016541712977324912
0.002663332725174981,0.016733432033433315
0.0026942037136818823,0.0169273727006431
0.0027254325312810277,0.0171235607078774
0.0027570233256095826,0.017322022081511592
0.0027889802923804397,0.017522783148793842
0.002821307675939471,0.01772587054130437
